Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1_scen1,Load_MW_z1_scen2,Load_MW_z1_scen3,Load_MW_z2_scen1,Load_MW_z2_scen2,Load_MW_z2_scen3,Load_MW_z3_scen1,Load_MW_z3_scen2,Load_MW_z3_scen3
,,,,,,,,8107,11480,12054,10906,3279,3442.95,3115.05,1565,1643.25,1486.75
,,,,,,,,8108,11132,11688.6,10575.4,3180,3339,3021,1518,1593.9,1442.1
,,,,,,,,8109,10641,11173.05,10108.95,3039,3190.95,2887.05,1451,1523.55,1378.45
,,,,,,,,8110,9863,10356.15,9369.85,2817,2957.85,2676.15,1345,1412.25,1277.75
,,,,,,,,8111,8784,9223.2,8344.8,2509,2634.45,2383.55,1197,1256.85,1137.15
,,,,,,,,8112,7825,8216.25,7433.75,2235,2346.75,2123.25,1067,1120.35,1013.65
,,,,,,,,8113,7218,7578.9,6857.1,2061,2164.05,1957.95,984,1033.2,934.8
,,,,,,,,8114,6879,7222.95,6535.05,1964,2062.2,1865.8,938,984.9,891.1
,,,,,,,,8115,6676,7009.8,6342.2,1907,2002.35,1811.65,910,955.5,864.5
,,,,,,,,8116,6629,6960.45,6297.55,1893,1987.65,1798.35,903,948.15,857.85
,,,,,,,,8117,6823,7164.15,6481.85,1948,2045.4,1850.6,930,976.5,883.5
,,,,,,,,8118,7530,7906.5,7153.5,2150,2257.5,2042.5,1026,1077.3,974.7
,,,,,,,,8119,8866,9309.3,8422.7,2532,2658.6,2405.4,1209,1269.45,1148.55
,,,,,,,,8120,9563,10041.15,9084.85,2731,2867.55,2594.45,1303,1368.15,1237.85
,,,,,,,,8121,9674,10157.7,9190.3,2763,2901.15,2624.85,1319,1384.95,1253.05
,,,,,,,,8122,9709,10194.45,9223.55,2773,2911.65,2634.35,1323,1389.15,1256.85
,,,,,,,,8123,9749,10236.45,9261.55,2785,2924.25,2645.75,1329,1395.45,1262.55
,,,,,,,,8124,9744,10231.2,9256.8,2783,2922.15,2643.85,1328,1394.4,1261.6
,,,,,,,,8125,9708,10193.4,9222.6,2772,2910.6,2633.4,1323,1389.15,1256.85
,,,,,,,,8126,9729,10215.45,9242.55,2779,2917.95,2640.05,1327,1393.35,1260.65
,,,,,,,,8127,9712,10197.6,9226.4,2774,2912.7,2635.3,1324,1390.2,1257.8
,,,,,,,,8128,9875,10368.75,9381.25,2820,2961,2679,1346,1413.3,1278.7
,,,,,,,,8129,10821,11362.05,10279.95,3091,3245.55,2936.45,1475,1548.75,1401.25
,,,,,,,,8130,11582,12161.1,11002.9,3308,3473.4,3142.6,1579,1657.95,1500.05
,,,,,,,,8131,11583,12162.15,11003.85,3308,3473.4,3142.6,1579,1657.95,1500.05
,,,,,,,,8132,11361,11929.05,10792.95,3245,3407.25,3082.75,1549,1626.45,1471.55
,,,,,,,,8133,10976,11524.8,10427.2,3135,3291.75,2978.25,1496,1570.8,1421.2
,,,,,,,,8134,10257,10769.85,9744.15,2930,3076.5,2783.5,1398,1467.9,1328.1
,,,,,,,,8135,9281,9745.05,8816.95,2650,2782.5,2517.5,1265,1328.25,1201.75
,,,,,,,,8136,8375,8793.75,7956.25,2392,2511.6,2272.4,1141,1198.05,1083.95
,,,,,,,,8137,7823,8214.15,7431.85,2234,2345.7,2122.3,1066,1119.3,1012.7
,,,,,,,,8138,7553,7930.65,7175.35,2157,2264.85,2049.15,1030,1081.5,978.5
,,,,,,,,8139,7437,7808.85,7065.15,2124,2230.2,2017.8,1014,1064.7,963.3
,,,,,,,,8140,7448,7820.4,7075.6,2127,2233.35,2020.65,1015,1065.75,964.25
,,,,,,,,8141,7720,8106,7334,2204,2314.2,2093.8,1052,1104.6,999.4
,,,,,,,,8142,8532,8958.6,8105.4,2436,2557.8,2314.2,1163,1221.15,1104.85
,,,,,,,,8143,9931,10427.55,9434.45,2836,2977.8,2694.2,1354,1421.7,1286.3
,,,,,,,,8144,10594,11123.7,10064.3,3025,3176.25,2873.75,1444,1516.2,1371.8
,,,,,,,,8145,10631,11162.55,10099.45,3036,3187.8,2884.2,1449,1521.45,1376.55
,,,,,,,,8146,10599,11128.95,10069.05,3027,3178.35,2875.65,1445,1517.25,1372.75
,,,,,,,,8147,10549,11076.45,10021.55,3013,3163.65,2862.35,1439,1510.95,1367.05
,,,,,,,,8148,10421,10942.05,9899.95,2976,3124.8,2827.2,1421,1492.05,1349.95
,,,,,,,,8149,10276,10789.8,9762.2,2935,3081.75,2788.25,1401,1471.05,1330.95
,,,,,,,,8150,10196,10705.8,9686.2,2912,3057.6,2766.4,1390,1459.5,1320.5
,,,,,,,,8151,10123,10629.15,9616.85,2891,3035.55,2746.45,1380,1449,1311
,,,,,,,,8152,10262,10775.1,9748.9,2930,3076.5,2783.5,1399,1468.95,1329.05
,,,,,,,,8153,11259,11821.95,10696.05,3216,3376.8,3055.2,1535,1611.75,1458.25
,,,,,,,,8154,12028,12629.4,11426.6,3436,3607.8,3264.2,1640,1722,1558
,,,,,,,,8155,12032,12633.6,11430.4,3436,3607.8,3264.2,1641,1723.05,1558.95
,,,,,,,,8156,11830,12421.5,11238.5,3378,3546.9,3209.1,1613,1693.65,1532.35
,,,,,,,,8157,11449,12021.45,10876.55,3270,3433.5,3106.5,1561,1639.05,1482.95
,,,,,,,,8158,10755,11292.75,10217.25,3071,3224.55,2917.45,1466,1539.3,1392.7
,,,,,,,,8159,9753,10240.65,9265.35,2785,2924.25,2645.75,1329,1395.45,1262.55
,,,,,,,,8160,8798,9237.9,8358.1,2513,2638.65,2387.35,1200,1260,1140
,,,,,,,,8161,8191,8600.55,7781.45,2339,2455.95,2222.05,1116,1171.8,1060.2
,,,,,,,,8162,7885,8279.25,7490.75,2252,2364.6,2139.4,1075,1128.75,1021.25
,,,,,,,,8163,7728,8114.4,7341.6,2207,2317.35,2096.65,1054,1106.7,1001.3
,,,,,,,,8164,7715,8100.75,7329.25,2203,2313.15,2092.85,1052,1104.6,999.4
,,,,,,,,8165,7937,8333.85,7540.15,2267,2380.35,2153.65,1082,1136.1,1027.9
,,,,,,,,8166,8663,9096.15,8229.85,2474,2597.7,2350.3,1181,1240.05,1121.95
,,,,,,,,8167,9990,10489.5,9490.5,2853,2995.65,2710.35,1362,1430.1,1293.9
,,,,,,,,8168,10688,11222.4,10153.6,3052,3204.6,2899.4,1457,1529.85,1384.15
,,,,,,,,8169,10802,11342.1,10261.9,3085,3239.25,2930.75,1473,1546.65,1399.35
,,,,,,,,8170,10781,11320.05,10241.95,3079,3232.95,2925.05,1469,1542.45,1395.55
,,,,,,,,8171,10752,11289.6,10214.4,3070,3223.5,2916.5,1466,1539.3,1392.7
,,,,,,,,8172,10625,11156.25,10093.75,3035,3186.75,2883.25,1449,1521.45,1376.55
,,,,,,,,8173,10465,10988.25,9941.75,2989,3138.45,2839.55,1427,1498.35,1355.65
,,,,,,,,8174,10431,10952.55,9909.45,2979,3127.95,2830.05,1422,1493.1,1350.9
,,,,,,,,8175,10378,10896.9,9859.1,2964,3112.2,2815.8,1415,1485.75,1344.25
,,,,,,,,8176,10490,11014.5,9965.5,2995,3144.75,2845.25,1430,1501.5,1358.5
,,,,,,,,8177,11272,11835.6,10708.4,3219,3379.95,3058.05,1537,1613.85,1460.15
,,,,,,,,8178,11588,12167.4,11008.6,3310,3475.5,3144.5,1580,1659,1501
,,,,,,,,8179,11383,11952.15,10813.85,3250,3412.5,3087.5,1552,1629.6,1474.4
,,,,,,,,8180,11015,11565.75,10464.25,3146,3303.3,2988.7,1502,1577.1,1426.9
,,,,,,,,8181,10590,11119.5,10060.5,3025,3176.25,2873.75,1444,1516.2,1371.8
,,,,,,,,8182,10003,10503.15,9502.85,2857,2999.85,2714.15,1363,1431.15,1294.85
,,,,,,,,8183,9166,9624.3,8707.7,2618,2748.9,2487.1,1250,1312.5,1187.5
,,,,,,,,8184,8258,8670.9,7845.1,2359,2476.95,2241.05,1126,1182.3,1069.7
,,,,,,,,8185,7590,7969.5,7210.5,2168,2276.4,2059.6,1035,1086.75,983.25
,,,,,,,,8186,7200,7560,6840,2056,2158.8,1953.2,981,1030.05,931.95
,,,,,,,,8187,6973,7321.65,6624.35,1992,2091.6,1892.4,950,997.5,902.5
,,,,,,,,8188,6894,7238.7,6549.3,1969,2067.45,1870.55,939,985.95,892.05
,,,,,,,,8189,6947,7294.35,6599.65,1984,2083.2,1884.8,947,994.35,899.65
,,,,,,,,8190,7223,7584.15,6861.85,2063,2166.15,1959.85,984,1033.2,934.8
,,,,,,,,8191,7754,8141.7,7366.3,2214,2324.7,2103.3,1057,1109.85,1004.15
,,,,,,,,8192,8397,8816.85,7977.15,2398,2517.9,2278.1,1145,1202.25,1087.75
,,,,,,,,8193,9103,9558.15,8647.85,2600,2730,2470,1241,1303.05,1178.95
,,,,,,,,8194,9578,10056.9,9099.1,2735,2871.75,2598.25,1306,1371.3,1240.7
,,,,,,,,8195,9807,10297.35,9316.65,2800,2940,2660,1337,1403.85,1270.15
,,,,,,,,8196,9821,10312.05,9329.95,2805,2945.25,2664.75,1339,1405.95,1272.05
,,,,,,,,8197,9718,10203.9,9232.1,2775,2913.75,2636.25,1325,1391.25,1258.75
,,,,,,,,8198,9577,10055.85,9098.15,2735,2871.75,2598.25,1306,1371.3,1240.7
,,,,,,,,8199,9513,9988.65,9037.35,2717,2852.85,2581.15,1297,1361.85,1232.15
,,,,,,,,8200,9627,10108.35,9145.65,2749,2886.45,2611.55,1312,1377.6,1246.4
,,,,,,,,8201,10365,10883.25,9846.75,2960,3108,2812,1413,1483.65,1342.35
,,,,,,,,8202,10760,11298,10222,3073,3226.65,2919.35,1467,1540.35,1393.65
,,,,,,,,8203,10561,11089.05,10032.95,3016,3166.8,2865.2,1440,1512,1368
,,,,,,,,8204,10215,10725.75,9704.25,2917,3062.85,2771.15,1393,1462.65,1323.35
,,,,,,,,8205,9868,10361.4,9374.6,2819,2959.95,2678.05,1345,1412.25,1277.75
,,,,,,,,8206,9384,9853.2,8914.8,2680,2814,2546,1279,1342.95,1215.05
,,,,,,,,8207,8713,9148.65,8277.35,2489,2613.45,2364.55,1188,1247.4,1128.6
,,,,,,,,8208,7936,8332.8,7539.2,2266,2379.3,2152.7,1082,1136.1,1027.9
,,,,,,,,8209,7326,7692.3,6959.7,2092,2196.6,1987.4,999,1048.95,949.05
,,,,,,,,8210,6934,7280.7,6587.3,1980,2079,1881,945,992.25,897.75
,,,,,,,,8211,6727,7063.35,6390.65,1922,2018.1,1825.9,917,962.85,871.15
,,,,,,,,8212,6636,6967.8,6304.2,1895,1989.75,1800.25,904,949.2,858.8
,,,,,,,,8213,6689,7023.45,6354.55,1910,2005.5,1814.5,912,957.6,866.4
,,,,,,,,8214,6884,7228.2,6539.8,1966,2064.3,1867.7,939,985.95,892.05
,,,,,,,,8215,7281,7645.05,6916.95,2079,2182.95,1975.05,993,1042.65,943.35
,,,,,,,,8216,7698,8082.9,7313.1,2199,2308.95,2089.05,1050,1102.5,997.5
,,,,,,,,8217,8329,8745.45,7912.55,2379,2497.95,2260.05,1136,1192.8,1079.2
,,,,,,,,8218,8814,9254.7,8373.3,2517,2642.85,2391.15,1202,1262.1,1141.9
,,,,,,,,8219,9069,9522.45,8615.55,2590,2719.5,2460.5,1236,1297.8,1174.2
,,,,,,,,8220,9208,9668.4,8747.6,2629,2760.45,2497.55,1255,1317.75,1192.25
,,,,,,,,8221,9258,9720.9,8795.1,2644,2776.2,2511.8,1262,1325.1,1198.9
,,,,,,,,8222,9208,9668.4,8747.6,2629,2760.45,2497.55,1255,1317.75,1192.25
,,,,,,,,8223,9157,9614.85,8699.15,2615,2745.75,2484.25,1248,1310.4,1185.6
,,,,,,,,8224,9403,9873.15,8932.85,2685,2819.25,2550.75,1282,1346.1,1217.9
,,,,,,,,8225,10502,11027.1,9976.9,2999,3148.95,2849.05,1432,1503.6,1360.4
,,,,,,,,8226,11126,11682.3,10569.7,3178,3336.9,3019.1,1517,1592.85,1441.15
,,,,,,,,8227,11064,11617.2,10510.8,3160,3318,3002,1509,1584.45,1433.55
,,,,,,,,8228,10807,11347.35,10266.65,3086,3240.3,2931.7,1474,1547.7,1400.3
,,,,,,,,8229,10387,10906.35,9867.65,2966,3114.3,2817.7,1416,1486.8,1345.2
,,,,,,,,8230,9693,10177.65,9208.35,2768,2906.4,2629.6,1322,1388.1,1255.9
,,,,,,,,8231,8769,9207.45,8330.55,2504,2629.2,2378.8,1196,1255.8,1136.2
,,,,,,,,8232,7894,8288.7,7499.3,2254,2366.7,2141.3,1076,1129.8,1022.2
,,,,,,,,8233,7318,7683.9,6952.1,2090,2194.5,1985.5,998,1047.9,948.1
,,,,,,,,8234,7026,7377.3,6674.7,2007,2107.35,1906.65,958,1005.9,910.1
,,,,,,,,8235,6896,7240.8,6551.2,1969,2067.45,1870.55,940,987,893
,,,,,,,,8236,6881,7225.05,6536.95,1965,2063.25,1866.75,938,984.9,891.1
,,,,,,,,8237,7124,7480.2,6767.8,2034,2135.7,1932.3,971,1019.55,922.45
,,,,,,,,8238,7859,8251.95,7466.05,2244,2356.2,2131.8,1071,1124.55,1017.45
,,,,,,,,8239,9185,9644.25,8725.75,2623,2754.15,2491.85,1252,1314.6,1189.4
,,,,,,,,8240,10055,10557.75,9552.25,2872,3015.6,2728.4,1371,1439.55,1302.45
,,,,,,,,8241,10253,10765.65,9740.35,2928,3074.4,2781.6,1398,1467.9,1328.1
,,,,,,,,8242,10390,10909.5,9870.5,2967,3115.35,2818.65,1417,1487.85,1346.15
,,,,,,,,8243,10500,11025,9975,2999,3148.95,2849.05,1432,1503.6,1360.4
,,,,,,,,8244,10516,11041.8,9990.2,3003,3153.15,2852.85,1434,1505.7,1362.3
,,,,,,,,8245,10487,11011.35,9962.65,2995,3144.75,2845.25,1429,1500.45,1357.55
,,,,,,,,8246,10473,10996.65,9949.35,2991,3140.55,2841.45,1428,1499.4,1356.6
,,,,,,,,8247,10385,10904.25,9865.75,2966,3114.3,2817.7,1416,1486.8,1345.2
,,,,,,,,8248,10549,11076.45,10021.55,3013,3163.65,2862.35,1439,1510.95,1367.05
,,,,,,,,8249,11329,11895.45,10762.55,3236,3397.8,3074.2,1545,1622.25,1467.75
,,,,,,,,8250,11796,12385.8,11206.2,3369,3537.45,3200.55,1608,1688.4,1527.6
,,,,,,,,8251,11652,12234.6,11069.4,3328,3494.4,3161.6,1589,1668.45,1509.55
,,,,,,,,8252,11302,11867.1,10736.9,3228,3389.4,3066.6,1541,1618.05,1463.95
,,,,,,,,8253,10798,11337.9,10258.1,3084,3238.2,2929.8,1472,1545.6,1398.4
,,,,,,,,8254,9997,10496.85,9497.15,2855,2997.75,2712.25,1363,1431.15,1294.85
,,,,,,,,8255,9002,9452.1,8551.9,2571,2699.55,2442.45,1227,1288.35,1165.65
,,,,,,,,8256,8009,8409.45,7608.55,2287,2401.35,2172.65,1092,1146.6,1037.4
,,,,,,,,8257,7298,7662.9,6933.1,2084,2188.2,1979.8,994,1043.7,944.3
,,,,,,,,8258,6918,7263.9,6572.1,1976,2074.8,1877.2,943,990.15,895.85
,,,,,,,,8259,6727,7063.35,6390.65,1921,2017.05,1824.95,917,962.85,871.15
,,,,,,,,8260,6693,7027.65,6358.35,1912,2007.6,1816.4,913,958.65,867.35
,,,,,,,,8261,6882,7226.1,6537.9,1965,2063.25,1866.75,938,984.9,891.1
,,,,,,,,8262,7636,8017.8,7254.2,2181,2290.05,2071.95,1041,1093.05,988.95
,,,,,,,,8263,9017,9467.85,8566.15,2575,2703.75,2446.25,1229,1290.45,1167.55
,,,,,,,,8264,9834,10325.7,9342.3,2809,2949.45,2668.55,1341,1408.05,1273.95
,,,,,,,,8265,10010,10510.5,9509.5,2859,3001.95,2716.05,1365,1433.25,1296.75
,,,,,,,,8266,10059,10561.95,9556.05,2873,3016.65,2729.35,1372,1440.6,1303.4
,,,,,,,,8267,10057,10559.85,9554.15,2872,3015.6,2728.4,1371,1439.55,1302.45
,,,,,,,,8268,10028,10529.4,9526.6,2864,3007.2,2720.8,1367,1435.35,1298.65
,,,,,,,,8269,9935,10431.75,9438.25,2838,2979.9,2696.1,1354,1421.7,1286.3
,,,,,,,,8270,9917,10412.85,9421.15,2832,2973.6,2690.4,1352,1419.6,1284.4
,,,,,,,,8271,9880,10374,9386,2822,2963.1,2680.9,1347,1414.35,1279.65
,,,,,,,,8272,10054,10556.7,9551.3,2871,3014.55,2727.45,1371,1439.55,1302.45
,,,,,,,,8273,11028,11579.4,10476.6,3150,3307.5,2992.5,1504,1579.2,1428.8
,,,,,,,,8274,11804,12394.2,11213.8,3371,3539.55,3202.45,1610,1690.5,1529.5
,,,,,,,,8275,11798,12387.9,11208.1,3370,3538.5,3201.5,1609,1689.45,1528.55
,,,,,,,,8276,11573,12151.65,10994.35,3306,3471.3,3140.7,1578,1656.9,1499.1
,,,,,,,,8277,11174,11732.7,10615.3,3191,3350.55,3031.45,1524,1600.2,1447.8
,,,,,,,,8278,10458,10980.9,9935.1,2986,3135.3,2836.7,1426,1497.3,1354.7
,,,,,,,,8279,9424,9895.2,8952.8,2691,2825.55,2556.45,1285,1349.25,1220.75
,,,,,,,,8280,8462,8885.1,8038.9,2417,2537.85,2296.15,1154,1211.7,1096.3
,,,,,,,,8281,7859,8251.95,7466.05,2244,2356.2,2131.8,1071,1124.55,1017.45
,,,,,,,,8282,7568,7946.4,7189.6,2161,2269.05,2052.95,1031,1082.55,979.45
,,,,,,,,8283,7438,7809.9,7066.1,2124,2230.2,2017.8,1014,1064.7,963.3
,,,,,,,,8284,7448,7820.4,7075.6,2127,2233.35,2020.65,1015,1065.75,964.25
,,,,,,,,8285,7712,8097.6,7326.4,2203,2313.15,2092.85,1051,1103.55,998.45
,,,,,,,,8286,8497,8921.85,8072.15,2426,2547.3,2304.7,1158,1215.9,1100.1
,,,,,,,,8287,9905,10400.25,9409.75,2829,2970.45,2687.55,1350,1417.5,1282.5
,,,,,,,,8288,10639,11170.95,10107.05,3038,3189.9,2886.1,1450,1522.5,1377.5
,,,,,,,,8289,10681,11215.05,10146.95,3050,3202.5,2897.5,1456,1528.8,1383.2
,,,,,,,,8290,10637,11168.85,10105.15,3038,3189.9,2886.1,1450,1522.5,1377.5
,,,,,,,,8291,10586,11115.3,10056.7,3023,3174.15,2871.85,1444,1516.2,1371.8
,,,,,,,,8292,10513,11038.65,9987.35,3002,3152.1,2851.9,1434,1505.7,1362.3
,,,,,,,,8293,10385,10904.25,9865.75,2966,3114.3,2817.7,1416,1486.8,1345.2
,,,,,,,,8294,10350,10867.5,9832.5,2955,3102.75,2807.25,1411,1481.55,1340.45
,,,,,,,,8295,10273,10786.65,9759.35,2934,3080.7,2787.3,1400,1470,1330
,,,,,,,,8296,10460,10983,9937,2987,3136.35,2837.65,1426,1497.3,1354.7
,,,,,,,,8297,11452,12024.6,10879.4,3271,3434.55,3107.45,1561,1639.05,1482.95
,,,,,,,,8298,12182,12791.1,11572.9,3479,3652.95,3305.05,1661,1744.05,1577.95
,,,,,,,,8299,12133,12739.65,11526.35,3466,3639.3,3292.7,1655,1737.75,1572.25
,,,,,,,,8300,11913,12508.65,11317.35,3402,3572.1,3231.9,1624,1705.2,1542.8
,,,,,,,,8301,11507,12082.35,10931.65,3286,3450.3,3121.7,1569,1647.45,1490.55
,,,,,,,,8302,10813,11353.65,10272.35,3088,3242.4,2933.6,1474,1547.7,1400.3
,,,,,,,,8303,9780,10269,9291,2793,2932.65,2653.35,1333,1399.65,1266.35
,,,,,,,,8304,8789,9228.45,8349.55,2510,2635.5,2384.5,1198,1257.9,1138.1
,,,,,,,,8305,8123,8529.15,7716.85,2320,2436,2204,1107,1162.35,1051.65
,,,,,,,,8306,7784,8173.2,7394.8,2223,2334.15,2111.85,1061,1114.05,1007.95
,,,,,,,,8307,7644,8026.2,7261.8,2183,2292.15,2073.85,1042,1094.1,989.9
,,,,,,,,8308,7658,8040.9,7275.1,2187,2296.35,2077.65,1044,1096.2,991.8
,,,,,,,,8309,7891,8285.55,7496.45,2254,2366.7,2141.3,1075,1128.75,1021.25
,,,,,,,,8310,8660,9093,8227,2473,2596.65,2349.35,1181,1240.05,1121.95
,,,,,,,,8311,10048,10550.4,9545.6,2870,3013.5,2726.5,1370,1438.5,1301.5
,,,,,,,,8312,10751,11288.55,10213.45,3070,3223.5,2916.5,1465,1538.25,1391.75
,,,,,,,,8313,10787,11326.35,10247.65,3081,3235.05,2926.95,1470,1543.5,1396.5
,,,,,,,,8314,10638,11169.9,10106.1,3038,3189.9,2886.1,1450,1522.5,1377.5
,,,,,,,,8315,10499,11023.95,9974.05,2999,3148.95,2849.05,1431,1502.55,1359.45
,,,,,,,,8316,10356,10873.8,9838.2,2957,3104.85,2809.15,1412,1482.6,1341.4
,,,,,,,,8317,10201,10711.05,9690.95,2914,3059.7,2768.3,1391,1460.55,1321.45
,,,,,,,,8318,10134,10640.7,9627.3,2895,3039.75,2750.25,1382,1451.1,1312.9
,,,,,,,,8319,10061,10564.05,9557.95,2874,3017.7,2730.3,1372,1440.6,1303.4
,,,,,,,,8320,10198,10707.9,9688.1,2912,3057.6,2766.4,1390,1459.5,1320.5
,,,,,,,,8321,11142,11699.1,10584.9,3182,3341.1,3022.9,1519,1594.95,1443.05
,,,,,,,,8322,12007,12607.35,11406.65,3429,3600.45,3257.55,1637,1718.85,1555.15
,,,,,,,,8323,12019,12619.95,11418.05,3432,3603.6,3260.4,1639,1720.95,1557.05
,,,,,,,,8324,11831,12422.55,11239.45,3379,3547.95,3210.05,1613,1693.65,1532.35
,,,,,,,,8325,11463,12036.15,10889.85,3274,3437.7,3110.3,1563,1641.15,1484.85
,,,,,,,,8326,10789,11328.45,10249.55,3081,3235.05,2926.95,1471,1544.55,1397.45
,,,,,,,,8327,9777,10265.85,9288.15,2792,2931.6,2652.4,1332,1398.6,1265.4
,,,,,,,,8328,8798,9237.9,8358.1,2513,2638.65,2387.35,1200,1260,1140
,,,,,,,,8329,8150,8557.5,7742.5,2328,2444.4,2211.6,1111,1166.55,1055.45
,,,,,,,,8330,7835,8226.75,7443.25,2238,2349.9,2126.1,1068,1121.4,1014.6
,,,,,,,,8331,7694,8078.7,7309.3,2198,2307.9,2088.1,1049,1101.45,996.55
,,,,,,,,8332,7694,8078.7,7309.3,2198,2307.9,2088.1,1049,1101.45,996.55
,,,,,,,,8333,7926,8322.3,7529.7,2264,2377.2,2150.8,1080,1134,1026
,,,,,,,,8334,8683,9117.15,8248.85,2479,2602.95,2355.05,1184,1243.2,1124.8
,,,,,,,,8335,10038,10539.9,9536.1,2867,3010.35,2723.65,1368,1436.4,1299.6
,,,,,,,,8336,10745,11282.25,10207.75,3069,3222.45,2915.55,1464,1537.2,1390.8
,,,,,,,,8337,10774,11312.7,10235.3,3077,3230.85,2923.15,1469,1542.45,1395.55
,,,,,,,,8338,10651,11183.55,10118.45,3042,3194.1,2889.9,1452,1524.6,1379.4
,,,,,,,,8339,10540,11067,10013,3010,3160.5,2859.5,1437,1508.85,1365.15
,,,,,,,,8340,10390,10909.5,9870.5,2967,3115.35,2818.65,1417,1487.85,1346.15
,,,,,,,,8341,10184,10693.2,9674.8,2909,3054.45,2763.55,1388,1457.4,1318.6
,,,,,,,,8342,10044,10546.2,9541.8,2869,3012.45,2725.55,1369,1437.45,1300.55
,,,,,,,,8343,9969,10467.45,9470.55,2847,2989.35,2704.65,1359,1426.95,1291.05
,,,,,,,,8344,10081,10585.05,9576.95,2879,3022.95,2735.05,1374,1442.7,1305.3
,,,,,,,,8345,10996,11545.8,10446.2,3140,3297,2983,1499,1573.95,1424.05
,,,,,,,,8346,11644,12226.2,11061.8,3326,3492.3,3159.7,1587,1666.35,1507.65
,,,,,,,,8347,11501,12076.05,10925.95,3285,3449.25,3120.75,1568,1646.4,1489.6
,,,,,,,,8348,11220,11781,10659,3205,3365.25,3044.75,1530,1606.5,1453.5
,,,,,,,,8349,10866,11409.3,10322.7,3103,3258.15,2947.85,1481,1555.05,1406.95
,,,,,,,,8350,10350,10867.5,9832.5,2956,3103.8,2808.2,1411,1481.55,1340.45
,,,,,,,,8351,9535,10011.75,9058.25,2723,2859.15,2586.85,1300,1365,1235
,,,,,,,,8352,8636,9067.8,8204.2,2466,2589.3,2342.7,1177,1235.85,1118.15
,,,,,,,,8353,7956,8353.8,7558.2,2272,2385.6,2158.4,1085,1139.25,1030.75
,,,,,,,,8354,7558,7935.9,7180.1,2158,2265.9,2050.1,1030,1081.5,978.5
,,,,,,,,8355,7385,7754.25,7015.75,2109,2214.45,2003.55,1007,1057.35,956.65
,,,,,,,,8356,7329,7695.45,6962.55,2093,2197.65,1988.35,999,1048.95,949.05
,,,,,,,,8357,7415,7785.75,7044.25,2118,2223.9,2012.1,1010,1060.5,959.5
,,,,,,,,8358,7730,8116.5,7343.5,2208,2318.4,2097.6,1054,1106.7,1001.3
,,,,,,,,8359,8328,8744.4,7911.6,2379,2497.95,2260.05,1136,1192.8,1079.2
,,,,,,,,8360,8937,9383.85,8490.15,2552,2679.6,2424.4,1218,1278.9,1157.1
,,,,,,,,8361,9519,9994.95,9043.05,2719,2854.95,2583.05,1298,1362.9,1233.1
,,,,,,,,8362,9813,10303.65,9322.35,2802,2942.1,2661.9,1338,1404.9,1271.1
,,,,,,,,8363,9860,10353,9367,2816,2956.8,2675.2,1344,1411.2,1276.8
,,,,,,,,8364,9753,10240.65,9265.35,2785,2924.25,2645.75,1329,1395.45,1262.55
,,,,,,,,8365,9559,10036.95,9081.05,2730,2866.5,2593.5,1303,1368.15,1237.85
,,,,,,,,8366,9368,9836.4,8899.6,2675,2808.75,2541.25,1277,1340.85,1213.15
,,,,,,,,8367,9294,9758.7,8829.3,2655,2787.75,2522.25,1267,1330.35,1203.65
,,,,,,,,8368,9456,9928.8,8983.2,2700,2835,2565,1289,1353.45,1224.55
,,,,,,,,8369,10489,11013.45,9964.55,2995,3144.75,2845.25,1430,1501.5,1358.5
,,,,,,,,8370,11189,11748.45,10629.55,3195,3354.75,3035.25,1525,1601.25,1448.75
,,,,,,,,8371,11102,11657.1,10546.9,3170,3328.5,3011.5,1514,1589.7,1438.3
,,,,,,,,8372,10833,11374.65,10291.35,3094,3248.7,2939.3,1477,1550.85,1403.15
,,,,,,,,8373,10562,11090.1,10033.9,3016,3166.8,2865.2,1440,1512,1368
,,,,,,,,8374,10115,10620.75,9609.25,2889,3033.45,2744.55,1379,1447.95,1310.05
,,,,,,,,8375,9450,9922.5,8977.5,2699,2833.95,2564.05,1288,1352.4,1223.6
,,,,,,,,8376,8654,9086.7,8221.3,2471,2594.55,2347.45,1180,1239,1121
,,,,,,,,8377,8002,8402.1,7601.9,2285,2399.25,2170.75,1090,1144.5,1035.5
,,,,,,,,8378,7604,7984.2,7223.8,2172,2280.6,2063.4,1036,1087.8,984.2
,,,,,,,,8379,7391,7760.55,7021.45,2111,2216.55,2005.45,1008,1058.4,957.6
,,,,,,,,8380,7298,7662.9,6933.1,2084,2188.2,1979.8,994,1043.7,944.3
,,,,,,,,8381,7324,7690.2,6957.8,2091,2195.55,1986.45,999,1048.95,949.05
,,,,,,,,8382,7515,7890.75,7139.25,2146,2253.3,2038.7,1025,1076.25,973.75
,,,,,,,,8383,7925,8321.25,7528.75,2264,2377.2,2150.8,1080,1134,1026
,,,,,,,,8384,8447,8869.35,8024.65,2412,2532.6,2291.4,1151,1208.55,1093.45
,,,,,,,,8385,9200,9660,8740,2627,2758.35,2495.65,1254,1316.7,1191.3
,,,,,,,,8386,9807,10297.35,9316.65,2800,2940,2660,1337,1403.85,1270.15
