Time_Index,TRE_batteries_1,TRE_biomass_1,TRE_conventional_hydroelectric_1,TRE_conventional_steam_coal_1,TRE_conventional_steam_coal_2,TRE_natural_gas_fired_combined_cycle_1,TRE_natural_gas_fired_combined_cycle_2,TRE_natural_gas_fired_combustion_turbine_1,TRE_natural_gas_fired_combustion_turbine_2,TRE_natural_gas_internal_combustion_engine_1,TRE_natural_gas_steam_turbine_1,TRE_nuclear_1,TRE_onshore_wind_turbine_1,TRE_petroleum_liquids_1,TRE_small_hydroelectric_1,TRE_solar_photovoltaic_1,TREW_batteries_1,TREW_natural_gas_fired_combined_cycle_1,TREW_natural_gas_fired_combined_cycle_2,TREW_natural_gas_fired_combustion_turbine_1,TREW_natural_gas_fired_combustion_turbine_2,TREW_natural_gas_internal_combustion_engine_1,TREW_onshore_wind_turbine_1,TREW_petroleum_liquids_1,TREW_solar_photovoltaic_1,TRE_naturalgas_hframe_cc_moderate_0,TRE_naturalgas_fframe_ct_moderate_0,TRE_battery_moderate_0,TRE_nuclear_nuclear_moderate_0,TRE_utilitypv_class1_moderate_1,TRE_utilitypv_class1_moderate_2,TRE_landbasedwind_class3_moderate_1,TRE_landbasedwind_class3_moderate_2,TRE_landbasedwind_class3_moderate_3,TREW_naturalgas_hframe_cc_moderate_0,TREW_naturalgas_fframe_ct_moderate_0,TREW_battery_moderate_0,TREW_nuclear_nuclear_moderate_0,TREW_utilitypv_class1_moderate_1,TREW_utilitypv_class1_moderate_2,TREW_utilitypv_class1_moderate_3,TREW_landbasedwind_class3_moderate_1,TREW_landbasedwind_class3_moderate_2,TREW_landbasedwind_class3_moderate_3
217,1,1,0.107,1,1,1,1,1,1,1,1,1,0.559,1,1,0.000,1,1,1,1,1,1,0.749,1,0.000,1,1,1,1,0.000,0.000,0.947,0.842,0.757,1,1,1,1,0.000,0.000,0.000,0.926,0.764,0.640
218,1,1,0.107,1,1,1,1,1,1,1,1,1,0.480,1,1,0.000,1,1,1,1,1,1,0.540,1,0.000,1,1,1,1,0.000,0.000,0.851,0.750,0.620,1,1,1,1,0.000,0.000,0.000,0.848,0.748,0.651
219,1,1,0.107,1,1,1,1,1,1,1,1,1,0.444,1,1,0.000,1,1,1,1,1,1,0.535,1,0.000,1,1,1,1,0.000,0.000,0.803,0.656,0.555,1,1,1,1,0.000,0.000,0.000,0.782,0.728,0.612
220,1,1,0.107,1,1,1,1,1,1,1,1,1,0.410,1,1,0.000,1,1,1,1,1,1,0.383,1,0.000,1,1,1,1,0.000,0.000,0.773,0.605,0.460,1,1,1,1,0.000,0.000,0.000,0.669,0.673,0.616
221,1,1,0.107,1,1,1,1,1,1,1,1,1,0.261,1,1,0.000,1,1,1,1,1,1,0.283,1,0.000,1,1,1,1,0.000,0.000,0.563,0.439,0.351,1,1,1,1,0.000,0.000,0.000,0.593,0.610,0.558
222,1,1,0.107,1,1,1,1,1,1,1,1,1,0.212,1,1,0.000,1,1,1,1,1,1,0.289,1,0.000,1,1,1,1,0.000,0.000,0.563,0.418,0.395,1,1,1,1,0.000,0.000,0.000,0.577,0.542,0.486
223,1,1,0.107,1,1,1,1,1,1,1,1,1,0.189,1,1,0.000,1,1,1,1,1,1,0.275,1,0.000,1,1,1,1,0.000,0.000,0.483,0.420,0.308,1,1,1,1,0.000,0.000,0.000,0.550,0.501,0.386
224,1,1,0.107,1,1,1,1,1,1,1,1,1,0.262,1,1,0.005,1,1,1,1,1,1,0.302,1,0.021,1,1,1,1,0.006,0.005,0.583,0.419,0.252,1,1,1,1,0.005,0.010,0.011,0.425,0.388,0.303
225,1,1,0.107,1,1,1,1,1,1,1,1,1,0.240,1,1,0.202,1,1,1,1,1,1,0.463,1,0.327,1,1,1,1,0.173,0.202,0.644,0.417,0.217,1,1,1,1,0.388,0.388,0.386,0.654,0.472,0.319
226,1,1,0.107,1,1,1,1,1,1,1,1,1,0.332,1,1,0.374,1,1,1,1,1,1,0.490,1,0.577,1,1,1,1,0.339,0.376,0.717,0.534,0.272,1,1,1,1,0.589,0.574,0.567,0.673,0.409,0.177
227,1,1,0.107,1,1,1,1,1,1,1,1,1,0.255,1,1,0.516,1,1,1,1,1,1,0.443,1,0.693,1,1,1,1,0.468,0.476,0.607,0.490,0.259,1,1,1,1,0.681,0.662,0.698,0.707,0.377,0.110
228,1,1,0.107,1,1,1,1,1,1,1,1,1,0.257,1,1,0.597,1,1,1,1,1,1,0.424,1,0.760,1,1,1,1,0.580,0.612,0.626,0.445,0.190,1,1,1,1,0.744,0.753,0.759,0.743,0.378,0.140
229,1,1,0.107,1,1,1,1,1,1,1,1,1,0.321,1,1,0.651,1,1,1,1,1,1,0.366,1,0.809,1,1,1,1,0.630,0.656,0.466,0.402,0.194,1,1,1,1,0.747,0.758,0.777,0.583,0.296,0.102
230,1,1,0.107,1,1,1,1,1,1,1,1,1,0.411,1,1,0.707,1,1,1,1,1,1,0.321,1,0.820,1,1,1,1,0.679,0.700,0.487,0.448,0.225,1,1,1,1,0.778,0.770,0.775,0.539,0.295,0.144
231,1,1,0.107,1,1,1,1,1,1,1,1,1,0.472,1,1,0.717,1,1,1,1,1,1,0.266,1,0.808,1,1,1,1,0.708,0.708,0.544,0.494,0.300,1,1,1,1,0.800,0.785,0.762,0.465,0.285,0.165
232,1,1,0.107,1,1,1,1,1,1,1,1,1,0.428,1,1,0.709,1,1,1,1,1,1,0.298,1,0.788,1,1,1,1,0.704,0.693,0.510,0.456,0.236,1,1,1,1,0.790,0.777,0.766,0.482,0.301,0.186
233,1,1,0.107,1,1,1,1,1,1,1,1,1,0.372,1,1,0.664,1,1,1,1,1,1,0.350,1,0.745,1,1,1,1,0.671,0.676,0.564,0.487,0.297,1,1,1,1,0.775,0.731,0.712,0.526,0.373,0.291
234,1,1,0.107,1,1,1,1,1,1,1,1,1,0.409,1,1,0.598,1,1,1,1,1,1,0.405,1,0.666,1,1,1,1,0.643,0.654,0.618,0.587,0.417,1,1,1,1,0.648,0.652,0.666,0.578,0.498,0.419
235,1,1,0.107,1,1,1,1,1,1,1,1,1,0.346,1,1,0.463,1,1,1,1,1,1,0.514,1,0.585,1,1,1,1,0.544,0.552,0.590,0.600,0.466,1,1,1,1,0.437,0.446,0.470,0.669,0.622,0.480
236,1,1,0.107,1,1,1,1,1,1,1,1,1,0.326,1,1,0.280,1,1,1,1,1,1,0.587,1,0.301,1,1,1,1,0.367,0.373,0.698,0.682,0.564,1,1,1,1,0.150,0.176,0.197,0.754,0.683,0.543
237,1,1,0.107,1,1,1,1,1,1,1,1,1,0.343,1,1,0.073,1,1,1,1,1,1,0.582,1,0.095,1,1,1,1,0.096,0.101,0.677,0.712,0.603,1,1,1,1,0.042,0.041,0.045,0.803,0.747,0.617
238,1,1,0.107,1,1,1,1,1,1,1,1,1,0.275,1,1,0.000,1,1,1,1,1,1,0.523,1,0.000,1,1,1,1,0.000,0.000,0.704,0.744,0.636,1,1,1,1,0.000,0.000,0.000,0.770,0.735,0.602
239,1,1,0.107,1,1,1,1,1,1,1,1,1,0.399,1,1,0.000,1,1,1,1,1,1,0.450,1,0.000,1,1,1,1,0.000,0.000,0.845,0.848,0.683,1,1,1,1,0.000,0.000,0.000,0.705,0.700,0.566
240,1,1,0.107,1,1,1,1,1,1,1,1,1,0.375,1,1,0.000,1,1,1,1,1,1,0.404,1,0.000,1,1,1,1,0.000,0.000,0.879,0.770,0.648,1,1,1,1,0.000,0.000,0.000,0.640,0.683,0.532
241,1,1,0.231,1,1,1,1,1,1,1,1,1,0.358,1,1,0.000,1,1,1,1,1,1,0.543,1,0.000,1,1,1,1,0.000,0.000,0.775,0.725,0.776,1,1,1,1,0.000,0.000,0.000,0.769,0.629,0.431
242,1,1,0.231,1,1,1,1,1,1,1,1,1,0.386,1,1,0.000,1,1,1,1,1,1,0.439,1,0.000,1,1,1,1,0.000,0.000,0.870,0.785,0.772,1,1,1,1,0.000,0.000,0.000,0.716,0.616,0.447
243,1,1,0.231,1,1,1,1,1,1,1,1,1,0.424,1,1,0.000,1,1,1,1,1,1,0.426,1,0.000,1,1,1,1,0.000,0.000,0.786,0.729,0.709,1,1,1,1,0.000,0.000,0.000,0.704,0.618,0.411
244,1,1,0.231,1,1,1,1,1,1,1,1,1,0.434,1,1,0.000,1,1,1,1,1,1,0.416,1,0.000,1,1,1,1,0.000,0.000,0.717,0.650,0.613,1,1,1,1,0.000,0.000,0.000,0.675,0.622,0.427
245,1,1,0.231,1,1,1,1,1,1,1,1,1,0.362,1,1,0.000,1,1,1,1,1,1,0.369,1,0.000,1,1,1,1,0.000,0.000,0.642,0.534,0.506,1,1,1,1,0.000,0.000,0.000,0.588,0.549,0.384
246,1,1,0.231,1,1,1,1,1,1,1,1,1,0.263,1,1,0.000,1,1,1,1,1,1,0.275,1,0.000,1,1,1,1,0.000,0.000,0.545,0.454,0.415,1,1,1,1,0.000,0.000,0.000,0.481,0.443,0.350
247,1,1,0.231,1,1,1,1,1,1,1,1,1,0.159,1,1,0.000,1,1,1,1,1,1,0.225,1,0.000,1,1,1,1,0.000,0.000,0.391,0.368,0.313,1,1,1,1,0.000,0.000,0.000,0.361,0.332,0.310
248,1,1,0.232,1,1,1,1,1,1,1,1,1,0.130,1,1,0.000,1,1,1,1,1,1,0.178,1,0.000,1,1,1,1,0.000,0.000,0.311,0.267,0.186,1,1,1,1,0.000,0.000,0.000,0.260,0.279,0.286
249,1,1,0.232,1,1,1,1,1,1,1,1,1,0.101,1,1,0.032,1,1,1,1,1,1,0.155,1,0.047,1,1,1,1,0.044,0.040,0.266,0.230,0.141,1,1,1,1,0.032,0.037,0.038,0.244,0.260,0.253
250,1,1,0.232,1,1,1,1,1,1,1,1,1,0.080,1,1,0.176,1,1,1,1,1,1,0.120,1,0.341,1,1,1,1,0.194,0.168,0.201,0.154,0.067,1,1,1,1,0.416,0.389,0.392,0.179,0.227,0.217
251,1,1,0.232,1,1,1,1,1,1,1,1,1,0.097,1,1,0.332,1,1,1,1,1,1,0.137,1,0.574,1,1,1,1,0.315,0.298,0.206,0.188,0.075,1,1,1,1,0.637,0.634,0.609,0.129,0.168,0.102
252,1,1,0.232,1,1,1,1,1,1,1,1,1,0.214,1,1,0.437,1,1,1,1,1,1,0.100,1,0.688,1,1,1,1,0.429,0.422,0.245,0.327,0.105,1,1,1,1,0.733,0.737,0.750,0.080,0.072,0.034
253,1,1,0.232,1,1,1,1,1,1,1,1,1,0.311,1,1,0.546,1,1,1,1,1,1,0.099,1,0.761,1,1,1,1,0.512,0.500,0.267,0.414,0.158,1,1,1,1,0.799,0.777,0.785,0.065,0.052,0.018
254,1,1,0.233,1,1,1,1,1,1,1,1,1,0.362,1,1,0.611,1,1,1,1,1,1,0.094,1,0.842,1,1,1,1,0.563,0.553,0.253,0.319,0.133,1,1,1,1,0.840,0.828,0.840,0.067,0.055,0.032
255,1,1,0.233,1,1,1,1,1,1,1,1,1,0.389,1,1,0.618,1,1,1,1,1,1,0.070,1,0.828,1,1,1,1,0.555,0.560,0.222,0.288,0.132,1,1,1,1,0.856,0.843,0.852,0.077,0.071,0.052
256,1,1,0.233,1,1,1,1,1,1,1,1,1,0.357,1,1,0.622,1,1,1,1,1,1,0.082,1,0.844,1,1,1,1,0.570,0.557,0.247,0.324,0.154,1,1,1,1,0.869,0.850,0.854,0.114,0.109,0.110
257,1,1,0.233,1,1,1,1,1,1,1,1,1,0.355,1,1,0.592,1,1,1,1,1,1,0.196,1,0.860,1,1,1,1,0.519,0.474,0.268,0.367,0.184,1,1,1,1,0.876,0.846,0.848,0.202,0.174,0.154
258,1,1,0.233,1,1,1,1,1,1,1,1,1,0.369,1,1,0.365,1,1,1,1,1,1,0.233,1,0.769,1,1,1,1,0.369,0.362,0.324,0.432,0.208,1,1,1,1,0.818,0.796,0.791,0.230,0.210,0.200
259,1,1,0.233,1,1,1,1,1,1,1,1,1,0.439,1,1,0.254,1,1,1,1,1,1,0.281,1,0.580,1,1,1,1,0.198,0.189,0.305,0.413,0.218,1,1,1,1,0.654,0.639,0.634,0.300,0.284,0.236
260,1,1,0.233,1,1,1,1,1,1,1,1,1,0.421,1,1,0.059,1,1,1,1,1,1,0.396,1,0.375,1,1,1,1,0.039,0.038,0.424,0.494,0.324,1,1,1,1,0.383,0.391,0.399,0.459,0.411,0.298
261,1,1,0.234,1,1,1,1,1,1,1,1,1,0.433,1,1,0.000,1,1,1,1,1,1,0.434,1,0.001,1,1,1,1,0.000,0.000,0.423,0.588,0.428,1,1,1,1,0.000,0.000,0.000,0.546,0.495,0.359
262,1,1,0.234,1,1,1,1,1,1,1,1,1,0.428,1,1,0.000,1,1,1,1,1,1,0.425,1,0.000,1,1,1,1,0.000,0.000,0.416,0.577,0.523,1,1,1,1,0.000,0.000,0.000,0.516,0.527,0.400
263,1,1,0.234,1,1,1,1,1,1,1,1,1,0.386,1,1,0.000,1,1,1,1,1,1,0.577,1,0.000,1,1,1,1,0.000,0.000,0.451,0.572,0.456,1,1,1,1,0.000,0.000,0.000,0.690,0.666,0.488
264,1,1,0.234,1,1,1,1,1,1,1,1,1,0.375,1,1,0.000,1,1,1,1,1,1,0.627,1,0.000,1,1,1,1,0.000,0.000,0.529,0.607,0.485,1,1,1,1,0.000,0.000,0.000,0.793,0.766,0.560
265,1,1,0.234,1,1,1,1,1,1,1,1,1,0.353,1,1,0.000,1,1,1,1,1,1,0.622,1,0.000,1,1,1,1,0.000,0.000,0.510,0.546,0.479,1,1,1,1,0.000,0.000,0.000,0.827,0.803,0.561
266,1,1,0.234,1,1,1,1,1,1,1,1,1,0.316,1,1,0.000,1,1,1,1,1,1,0.506,1,0.000,1,1,1,1,0.000,0.000,0.577,0.532,0.511,1,1,1,1,0.000,0.000,0.000,0.731,0.778,0.581
267,1,1,0.234,1,1,1,1,1,1,1,1,1,0.294,1,1,0.000,1,1,1,1,1,1,0.427,1,0.000,1,1,1,1,0.000,0.000,0.588,0.413,0.381,1,1,1,1,0.000,0.000,0.000,0.664,0.710,0.529
268,1,1,0.235,1,1,1,1,1,1,1,1,1,0.234,1,1,0.000,1,1,1,1,1,1,0.375,1,0.000,1,1,1,1,0.000,0.000,0.496,0.324,0.334,1,1,1,1,0.000,0.000,0.000,0.636,0.635,0.457
269,1,1,0.235,1,1,1,1,1,1,1,1,1,0.162,1,1,0.000,1,1,1,1,1,1,0.410,1,0.000,1,1,1,1,0.000,0.000,0.380,0.230,0.231,1,1,1,1,0.000,0.000,0.000,0.699,0.612,0.403
270,1,1,0.235,1,1,1,1,1,1,1,1,1,0.145,1,1,0.000,1,1,1,1,1,1,0.386,1,0.000,1,1,1,1,0.000,0.000,0.286,0.204,0.177,1,1,1,1,0.000,0.000,0.000,0.685,0.591,0.402
271,1,1,0.235,1,1,1,1,1,1,1,1,1,0.164,1,1,0.000,1,1,1,1,1,1,0.340,1,0.000,1,1,1,1,0.000,0.000,0.238,0.206,0.139,1,1,1,1,0.000,0.000,0.000,0.652,0.584,0.374
272,1,1,0.235,1,1,1,1,1,1,1,1,1,0.144,1,1,0.000,1,1,1,1,1,1,0.333,1,0.000,1,1,1,1,0.000,0.000,0.220,0.142,0.093,1,1,1,1,0.000,0.000,0.000,0.583,0.604,0.400
273,1,1,0.235,1,1,1,1,1,1,1,1,1,0.141,1,1,0.038,1,1,1,1,1,1,0.338,1,0.135,1,1,1,1,0.085,0.059,0.143,0.129,0.070,1,1,1,1,0.157,0.116,0.105,0.617,0.585,0.360
274,1,1,0.235,1,1,1,1,1,1,1,1,1,0.164,1,1,0.195,1,1,1,1,1,1,0.288,1,0.453,1,1,1,1,0.280,0.236,0.093,0.110,0.073,1,1,1,1,0.479,0.430,0.421,0.530,0.514,0.307
275,1,1,0.236,1,1,1,1,1,1,1,1,1,0.164,1,1,0.382,1,1,1,1,1,1,0.188,1,0.718,1,1,1,1,0.431,0.404,0.102,0.123,0.117,1,1,1,1,0.679,0.669,0.678,0.248,0.253,0.144
276,1,1,0.236,1,1,1,1,1,1,1,1,1,0.061,1,1,0.486,1,1,1,1,1,1,0.143,1,0.835,1,1,1,1,0.508,0.503,0.059,0.094,0.085,1,1,1,1,0.799,0.752,0.770,0.205,0.221,0.103
277,1,1,0.236,1,1,1,1,1,1,1,1,1,0.050,1,1,0.578,1,1,1,1,1,1,0.074,1,0.855,1,1,1,1,0.568,0.566,0.067,0.089,0.083,1,1,1,1,0.811,0.786,0.788,0.133,0.220,0.105
278,1,1,0.236,1,1,1,1,1,1,1,1,1,0.081,1,1,0.615,1,1,1,1,1,1,0.074,1,0.872,1,1,1,1,0.621,0.612,0.079,0.109,0.080,1,1,1,1,0.785,0.820,0.835,0.115,0.199,0.118
279,1,1,0.236,1,1,1,1,1,1,1,1,1,0.164,1,1,0.619,1,1,1,1,1,1,0.107,1,0.892,1,1,1,1,0.645,0.620,0.104,0.137,0.076,1,1,1,1,0.807,0.844,0.856,0.107,0.189,0.143
280,1,1,0.236,1,1,1,1,1,1,1,1,1,0.267,1,1,0.635,1,1,1,1,1,1,0.134,1,0.870,1,1,1,1,0.643,0.624,0.137,0.213,0.108,1,1,1,1,0.838,0.851,0.852,0.117,0.228,0.183
281,1,1,0.237,1,1,1,1,1,1,1,1,1,0.349,1,1,0.621,1,1,1,1,1,1,0.244,1,0.813,1,1,1,1,0.611,0.604,0.183,0.265,0.185,1,1,1,1,0.761,0.801,0.820,0.195,0.237,0.217
282,1,1,0.237,1,1,1,1,1,1,1,1,1,0.421,1,1,0.534,1,1,1,1,1,1,0.304,1,0.731,1,1,1,1,0.485,0.498,0.316,0.400,0.233,1,1,1,1,0.665,0.721,0.715,0.184,0.252,0.292
283,1,1,0.237,1,1,1,1,1,1,1,1,1,0.422,1,1,0.378,1,1,1,1,1,1,0.312,1,0.578,1,1,1,1,0.345,0.374,0.371,0.444,0.280,1,1,1,1,0.531,0.566,0.571,0.202,0.330,0.409
284,1,1,0.237,1,1,1,1,1,1,1,1,1,0.302,1,1,0.135,1,1,1,1,1,1,0.419,1,0.398,1,1,1,1,0.129,0.164,0.365,0.468,0.294,1,1,1,1,0.407,0.384,0.375,0.303,0.402,0.389
285,1,1,0.237,1,1,1,1,1,1,1,1,1,0.309,1,1,0.000,1,1,1,1,1,1,0.464,1,0.001,1,1,1,1,0.000,0.000,0.348,0.504,0.397,1,1,1,1,0.000,0.000,0.000,0.373,0.480,0.404
286,1,1,0.237,1,1,1,1,1,1,1,1,1,0.370,1,1,0.000,1,1,1,1,1,1,0.517,1,0.000,1,1,1,1,0.000,0.000,0.470,0.564,0.356,1,1,1,1,0.000,0.000,0.000,0.541,0.587,0.401
287,1,1,0.237,1,1,1,1,1,1,1,1,1,0.354,1,1,0.000,1,1,1,1,1,1,0.545,1,0.000,1,1,1,1,0.000,0.000,0.642,0.517,0.293,1,1,1,1,0.000,0.000,0.000,0.678,0.624,0.431
288,1,1,0.238,1,1,1,1,1,1,1,1,1,0.464,1,1,0.000,1,1,1,1,1,1,0.566,1,0.000,1,1,1,1,0.000,0.000,0.823,0.640,0.370,1,1,1,1,0.000,0.000,0.000,0.783,0.631,0.439
289,1,1,0.004,1,1,1,1,1,1,1,1,1,0.430,1,1,0.000,1,1,1,1,1,1,0.830,1,0.000,1,1,1,1,0.000,0.000,0.899,0.670,0.636,1,1,1,1,0.000,0.000,0.000,0.967,0.868,0.483
290,1,1,0.004,1,1,1,1,1,1,1,1,1,0.361,1,1,0.000,1,1,1,1,1,1,0.833,1,0.000,1,1,1,1,0.000,0.000,0.841,0.607,0.611,1,1,1,1,0.000,0.000,0.000,0.956,0.853,0.490
291,1,1,0.004,1,1,1,1,1,1,1,1,1,0.344,1,1,0.000,1,1,1,1,1,1,0.812,1,0.000,1,1,1,1,0.000,0.000,0.820,0.574,0.565,1,1,1,1,0.000,0.000,0.000,0.950,0.830,0.580
